	investigation type	project name	geographic location (longitude)	geographic location (country and/or sea,region)	collection date	environment (biome)	environment (feature)	environment (material)	environmental package	sequencing method	geographic location (latitude)	ENA checklist	sample-desc	sample-name
ERR2539545	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 20	4.02
ERR2539615	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 49	4.049
ERR2539620	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 49	9.049
ERR2539621	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 49	10.049
ERR2539623	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 49	12.049
ERR2539554	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 20	13.02
ERR2539633	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 63	4.063
ERR2539634	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 63	5.063
ERR2539642	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 63	13.063
ERR2539563	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 23	4.023
ERR2539564	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 23	5.023
ERR2539568	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 23	9.023
ERR2539577	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 23	18.023
ERR2539601	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 39	7.039
ERR2539606	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 39	13.039
ERR2539651	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 73	4.073
ERR2539652	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 73	5.073
ERR2539653	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 73	6.073
ERR2539655	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 73	8.073
ERR2539656	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 73	9.073
ERR2539659	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 73	12.073
ERR2539664	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 1 (abx=y cohouse=n) hour 87	1.087
ERR2539788	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 240	10.24
ERR2539610	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 39	17.039
ERR2539613	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 49	2.049
ERR2539617	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 49	6.049
ERR2539619	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 49	8.049
ERR2539622	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 49	11.049
ERR2539632	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 63	3.063
ERR2539641	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 63	12.063
ERR2539643	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 63	14.063
ERR2539648	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 1 (abx=y cohouse=n) hour 73	1.073
ERR2539650	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 73	3.073
ERR2539661	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 73	14.073
ERR2539678	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 97	3.097
ERR2539681	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 97	6.097
ERR2539682	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 97	7.097
ERR2539683	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 97	8.097
ERR2539684	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 97	9.097
ERR2539686	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 97	11.097
ERR2539688	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 97	13.097
ERR2539692	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 97	17.097
ERR2539696	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 120	3.144
ERR2539703	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 120	10.144
ERR2539704	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 120	11.144
ERR2539705	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 120	12.144
ERR2539714	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 144	4.168
ERR2539722	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 144	12.168
ERR2539724	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 144	14.168
ERR2539732	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 168	5.192
ERR2539739	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 168	12.192
ERR2539744	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 168	17.192
ERR2539745	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 168	18.192
ERR2539746	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 192	2.216
ERR2539860	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 454 (abx=y cohouse=n) day 9	945454.D9
ERR2539513	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 12	6.012
ERR2539517	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 12	10.012
ERR2539708	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 120	15.144
ERR2539709	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 120	16.144
ERR2539710	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 120	17.144
ERR2539712	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 144	2.168
ERR2539529	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 16	4.016
ERR2539534	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 16	9.016
ERR2539538	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 16	13.016
ERR2539539	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 16	14.016
ERR2539544	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 20	2.02
ERR2539546	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 20	5.02
ERR2539548	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 20	7.02
ERR2539706	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 120	13.144
ERR2539743	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 168	16.192
ERR2539748	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 192	4.216
ERR2539749	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 192	5.216
ERR2539751	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 192	7.216
ERR2539753	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 192	9.216
ERR2539755	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 192	11.216
ERR2539781	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 240	3.24
ERR2539783	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 240	5.24
ERR2539786	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 240	8.24
ERR2539793	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 240	15.24
ERR2539797	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-15	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 312	2.312
ERR2539760	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 192	16.216
ERR2539761	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 192	17.216
ERR2539762	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 192	18.216
ERR2539764	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 216, sample weight unknown	3.23
ERR2539766	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 216, sample weight unknown	5.23
ERR2539770	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 216, sample weight unknown	9.23
ERR2539808	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-15	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 312	13.312
ERR2539819	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 451 (abx=n cohouse=n) day 3	945451.D3
ERR2540020	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 4	945468.D4
ERR2539772	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 216, sample weight unknown	11.23
ERR2539773	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 216, sample weight unknown	12.23
ERR2539774	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 216, sample weight unknown	13.23
ERR2539777	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 216, sample weight unknown	16.23
ERR2539779	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 216, sample weight unknown	18.23
ERR2539794	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 240	16.24
ERR2539804	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-15	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 312	9.312
ERR2539812	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-15	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 312	17.312
ERR2539814	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 25	14.25
ERR2539815	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 39	12.39
ERR2539847	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 7	945453.D8
ERR2539863	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 455 (abx=n cohouse=n) day 0	945455.D0
ERR2539865	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 455 (abx=n cohouse=n) day 2	945455.D2
ERR2539866	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 455 (abx=n cohouse=n) day 3	945455.D3
ERR2539892	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 457 (abx=y cohouse=n) day 5	945457.D5
ERR2539901	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 458 (abx=y cohouse=n) day 2	945458.D2
ERR2539910	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 458 (abx=y cohouse=n) day 11	945458.D11
ERR2539939	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 7	945461.D7
ERR2539940	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 8	945461.D8
ERR2540032	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 8	945469.D8
ERR2540041	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 5	945470.D5
ERR2539820	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 451 (abx=n cohouse=n) day 4	945451.D4
ERR2539845	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 5	945453.D6
ERR2539849	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 9	945453.D10
ERR2539851	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 453 (abx=n cohouse=n) day 11	945454.D0
ERR2539955	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 11	945462.D11
ERR2539961	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 5	945463.D5
ERR2539962	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 6	945463.D6
ERR2539964	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 8	945463.D8
ERR2539868	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 455 (abx=n cohouse=n) day 5	945455.D5
ERR2539891	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 457 (abx=y cohouse=n) day 4	945457.D4
ERR2539938	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 6	945461.D6
ERR2539948	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 4	945462.D4
ERR2539954	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 10	945462.D10
ERR2539957	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 1	945463.D1
ERR2539960	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 4	945463.D4
ERR2539970	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 2	945464.D2
ERR2539972	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 4	945464.D4
ERR2539976	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 8	945464.D8
ERR2539977	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 9	945464.D9
ERR2539979	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 11	945464.D11
ERR2539983	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 3	945465.D3
